ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_intent,loan_percent_income,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,loan_status
16708,4,670,10.98,HOMEIMPROVEMENT,0.18,High School,6,male,RENT,113522,0
16709,2,652,16.02,VENTURE,0.06,Associate,0,male,RENT,59113,0
16710,2,598,6.03,EDUCATION,0.24,High School,0,male,MORTGAGE,57803,0
16711,2,596,11.01,DEBTCONSOLIDATION,0.07,Bachelor,1,male,RENT,42740,0
16712,9,691,9.32,EDUCATION,0.2,Master,14,male,MORTGAGE,37214,0
16713,9,508,9.91,VENTURE,0.41,High School,6,male,OWN,58793,0
16714,2,726,10.65,VENTURE,0.03,Bachelor,1,female,RENT,121184,0
16715,2,591,12.53,PERSONAL,0.19,High School,1,male,MORTGAGE,104917,0
16716,3,572,11.11,PERSONAL,0.1,High School,0,female,MORTGAGE,60981,0
16717,2,545,7.49,EDUCATION,0.1,Bachelor,0,female,MORTGAGE,205144,0
16718,3,645,13.47,VENTURE,0.22,Bachelor,4,female,RENT,27032,0
16719,3,634,5.79,MEDICAL,0.09,Master,0,male,OWN,84635,0
16720,4,704,7.9,VENTURE,0.09,Bachelor,0,male,MORTGAGE,79039,0
16721,7,582,11.78,EDUCATION,0.18,High School,12,female,MORTGAGE,82448,0
16722,9,651,11.12,VENTURE,0.24,Associate,5,male,RENT,66962,0
16723,4,693,12.87,HOMEIMPROVEMENT,0.12,Bachelor,4,female,RENT,68229,0
16724,2,631,14.11,EDUCATION,0.25,Associate,0,female,MORTGAGE,47874,1
16725,3,663,11.12,MEDICAL,0.05,High School,2,male,RENT,33070,0
16726,4,595,7.68,VENTURE,0.11,Bachelor,1,female,OWN,52752,0
16727,2,627,7.49,EDUCATION,0.06,Associate,1,male,MORTGAGE,80255,0
16728,4,673,11.12,DEBTCONSOLIDATION,0.24,Bachelor,1,male,RENT,62160,0
16729,4,660,12.61,PERSONAL,0.02,Bachelor,4,male,MORTGAGE,75477,0
16730,9,676,11.01,EDUCATION,0.09,Bachelor,8,male,RENT,130752,1
16731,9,636,15.33,MEDICAL,0.19,Master,12,female,MORTGAGE,134118,1
16732,9,578,11.01,MEDICAL,0.09,Associate,7,female,MORTGAGE,231317,0
16733,7,589,7.88,EDUCATION,0.12,Associate,9,female,MORTGAGE,166935,0
16734,4,622,12.69,PERSONAL,0.29,Bachelor,5,female,MORTGAGE,75549,0
16735,4,616,13.11,MEDICAL,0.27,Bachelor,0,female,RENT,61422,1
16736,5,618,9.67,HOMEIMPROVEMENT,0.23,High School,7,male,MORTGAGE,51629,0
16737,7,682,6.03,HOMEIMPROVEMENT,0.1,Bachelor,3,male,MORTGAGE,120832,0
16738,5,531,14.22,PERSONAL,0.1,Associate,9,male,RENT,77736,0
16739,2,641,8.94,EDUCATION,0.13,High School,2,female,RENT,75978,0
16740,2,648,13.48,EDUCATION,0.19,Bachelor,1,male,MORTGAGE,80470,0
16741,2,591,9.88,HOMEIMPROVEMENT,0.21,Bachelor,2,male,RENT,85246,0
16742,2,566,10.39,EDUCATION,0.31,Master,2,male,RENT,39035,1
16743,5,586,6.03,EDUCATION,0.03,Master,0,male,MORTGAGE,100454,0
16744,4,630,16.83,HOMEIMPROVEMENT,0.05,Master,1,male,MORTGAGE,95282,0
16745,9,557,5.99,PERSONAL,0.02,Bachelor,9,female,MORTGAGE,78935,0
16746,4,661,11.48,EDUCATION,0.08,Master,0,female,MORTGAGE,42839,0
16747,4,622,12.15,HOMEIMPROVEMENT,0.17,Bachelor,0,female,RENT,35575,1
16748,13,702,10.99,EDUCATION,0.3,Associate,17,female,MORTGAGE,79035,0
16749,9,635,10.47,EDUCATION,0.24,Doctorate,10,male,OWN,28271,0
16750,8,723,10.38,MEDICAL,0.06,Bachelor,10,female,RENT,109013,0
16751,3,628,9.32,MEDICAL,0.06,Bachelor,0,male,RENT,66788,0
16752,2,594,10.99,EDUCATION,0.05,Bachelor,0,female,RENT,62202,0
16753,3,493,17.04,DEBTCONSOLIDATION,0.03,Associate,6,male,MORTGAGE,85860,1
16754,2,632,10.75,PERSONAL,0.05,Associate,0,male,RENT,144713,0
16755,3,590,11.12,PERSONAL,0.08,Bachelor,0,female,RENT,37013,0
16756,5,649,14.27,EDUCATION,0.1,Associate,9,female,RENT,44090,0
16757,5,678,14.26,VENTURE,0.12,Associate,7,female,RENT,49634,0
16758,16,627,13.51,MEDICAL,0.14,High School,16,male,RENT,41614,0
16759,15,667,10.14,HOMEIMPROVEMENT,0.13,Associate,18,male,RENT,60999,0
16760,9,569,11.86,VENTURE,0.39,Master,8,male,RENT,64598,1
16761,2,590,6.17,PERSONAL,0.22,High School,3,male,MORTGAGE,67013,0
16762,2,630,11.58,MEDICAL,0.1,Associate,0,male,RENT,105320,0
16763,2,695,11.49,EDUCATION,0.09,Master,0,male,RENT,64745,0
16764,24,731,19.03,MEDICAL,0.02,Associate,28,male,RENT,70414,1
16765,6,602,7.14,MEDICAL,0.32,Master,7,female,RENT,44112,1
16766,5,615,7.05,PERSONAL,0.09,High School,4,female,MORTGAGE,108937,0
16767,5,477,10,EDUCATION,0.09,Associate,5,male,RENT,108839,0
16768,13,705,16.32,VENTURE,0.15,Associate,16,male,RENT,130610,1
16769,8,636,13.49,MEDICAL,0.11,Master,6,male,RENT,49051,0
16770,3,441,9.2,VENTURE,0.25,High School,2,male,MORTGAGE,60802,0
16771,5,641,6.44,HOMEIMPROVEMENT,0.07,Bachelor,5,male,RENT,73169,0
16772,4,649,12.29,VENTURE,0.12,Bachelor,1,female,RENT,33776,0
16773,3,655,12.61,EDUCATION,0.27,Bachelor,2,female,OWN,37305,0
16774,3,675,11.99,MEDICAL,0.05,Associate,0,female,RENT,157085,0
16775,3,615,13.06,EDUCATION,0.08,Master,4,female,RENT,79393,0
16776,3,632,11.99,PERSONAL,0.27,Associate,0,female,RENT,37148,1
16777,5,625,13.49,MEDICAL,0.15,High School,9,male,MORTGAGE,141829,0
16778,4,532,9.92,DEBTCONSOLIDATION,0.19,Master,1,female,MORTGAGE,156596,0
16779,5,560,8.36,MEDICAL,0.14,Associate,0,male,RENT,19518,1
16780,7,687,13.43,HOMEIMPROVEMENT,0.1,Master,2,male,RENT,130482,1
16781,4,669,9.28,VENTURE,0.32,Bachelor,1,male,OWN,26737,0
16782,3,585,9.62,MEDICAL,0.22,High School,0,female,MORTGAGE,67196,0
16783,3,664,7.86,PERSONAL,0.06,Associate,1,female,MORTGAGE,108961,0
16784,2,608,16.02,EDUCATION,0.09,Master,0,male,RENT,84543,0
16785,4,681,12.53,EDUCATION,0.09,Master,1,male,RENT,65952,0
16786,3,659,11.01,MEDICAL,0.16,Associate,0,female,MORTGAGE,69478,0
16787,4,544,6.36,PERSONAL,0.13,High School,0,male,RENT,94429,0
16788,10,594,11.01,HOMEIMPROVEMENT,0.23,Associate,13,female,MORTGAGE,75177,0
16789,6,693,11.71,EDUCATION,0.14,Bachelor,7,female,MORTGAGE,40740,1
16790,4,636,10.81,PERSONAL,0.17,Master,8,male,MORTGAGE,151295,0
16791,2,629,9.62,MEDICAL,0.08,High School,0,male,RENT,42659,0
16792,2,641,11.01,PERSONAL,0.04,Bachelor,0,male,RENT,49086,0
16793,12,671,9.62,PERSONAL,0.04,Associate,14,female,RENT,58570,0
16794,4,626,14.26,DEBTCONSOLIDATION,0.28,High School,1,male,MORTGAGE,74257,0
16795,3,566,13.67,DEBTCONSOLIDATION,0.1,High School,6,female,MORTGAGE,47656,1
16796,7,672,7.51,EDUCATION,0.14,Associate,7,male,MORTGAGE,63161,0
16797,10,683,19.42,DEBTCONSOLIDATION,0.26,Master,14,female,RENT,65995,1
16798,8,605,9.46,VENTURE,0.05,Bachelor,6,female,MORTGAGE,75568,0
16799,16,646,12.61,MEDICAL,0.14,High School,16,male,RENT,25465,0
16800,7,637,9.67,PERSONAL,0.06,High School,14,male,MORTGAGE,144768,0
16801,15,676,15.16,PERSONAL,0.27,Bachelor,13,male,RENT,17773,1
16802,8,530,6.03,VENTURE,0.16,Bachelor,7,female,MORTGAGE,36958,0
16803,6,585,11.83,HOMEIMPROVEMENT,0.2,Bachelor,5,male,MORTGAGE,101580,0
16804,3,675,7.9,MEDICAL,0.12,Bachelor,5,female,MORTGAGE,36960,0
16805,11,616,15.05,VENTURE,0.03,Associate,24,female,RENT,87173,0
16806,8,571,11.01,MEDICAL,0.03,Associate,6,female,RENT,65505,0
16807,7,669,7.9,DEBTCONSOLIDATION,0.07,Bachelor,10,male,MORTGAGE,162938,0
16808,10,641,7.59,PERSONAL,0.09,High School,7,female,MORTGAGE,102905,0
16809,3,618,10.37,MEDICAL,0.14,High School,3,female,RENT,84983,0
16810,2,685,10.08,PERSONAL,0.04,Associate,2,male,MORTGAGE,174855,0
16811,5,722,10.25,DEBTCONSOLIDATION,0.25,Bachelor,14,male,MORTGAGE,78987,0
16812,4,525,11.49,PERSONAL,0.11,Bachelor,0,male,RENT,41566,0
16813,14,661,13.23,DEBTCONSOLIDATION,0.12,Associate,18,male,RENT,121160,0
16814,10,670,12.69,PERSONAL,0.19,Master,11,female,RENT,37185,1
16815,2,628,16,PERSONAL,0.25,Bachelor,4,male,RENT,71878,1
16816,9,649,14.65,VENTURE,0.27,High School,6,male,RENT,17927,1
16817,4,627,13.79,DEBTCONSOLIDATION,0.13,Associate,0,male,MORTGAGE,38464,0
16818,3,648,8.9,EDUCATION,0.14,Master,0,male,RENT,44320,0
16819,7,655,13.05,DEBTCONSOLIDATION,0.1,Bachelor,7,male,RENT,55104,0
16820,8,673,11.01,MEDICAL,0.27,Bachelor,11,female,OWN,46824,0
16821,4,631,11.01,VENTURE,0.02,Master,2,male,MORTGAGE,94542,0
16822,6,661,13.67,MEDICAL,0.31,Associate,8,female,RENT,71026,1
16823,4,667,13.61,EDUCATION,0.07,Associate,4,female,RENT,33582,0
16824,3,606,10.99,PERSONAL,0.16,High School,0,male,MORTGAGE,60723,0
16825,3,665,10.89,EDUCATION,0.12,Bachelor,0,male,RENT,121169,0
16826,4,595,9.91,MEDICAL,0.36,Master,0,female,MORTGAGE,60896,0
16827,6,669,13.57,MEDICAL,0.14,Master,9,female,RENT,72968,0
16828,7,656,7.75,PERSONAL,0.22,Master,9,female,RENT,69616,0
16829,3,645,5.42,EDUCATION,0.04,Bachelor,0,female,OWN,95403,0
16830,3,649,11.01,HOMEIMPROVEMENT,0.11,Master,2,female,RENT,112166,0
16831,4,598,5.42,VENTURE,0.13,Associate,4,male,RENT,54809,0
16832,2,676,12.69,VENTURE,0.27,Bachelor,4,male,MORTGAGE,73054,0
16833,12,658,14.26,PERSONAL,0.23,High School,17,female,RENT,65288,0
16834,8,630,7.87,PERSONAL,0.05,Associate,4,female,RENT,198563,0
16835,2,584,11.01,VENTURE,0.14,Bachelor,7,female,OWN,88097,0
16836,2,666,14.22,MEDICAL,0.17,Master,2,female,RENT,39363,0
16837,6,517,7.93,EDUCATION,0.09,High School,3,male,MORTGAGE,64342,0
16838,3,623,10.58,DEBTCONSOLIDATION,0.24,High School,0,female,RENT,18339,1
16839,5,653,17.34,HOMEIMPROVEMENT,0.25,Master,10,female,MORTGAGE,101573,1
16840,4,668,13.61,VENTURE,0.34,Master,0,female,RENT,36003,1
16841,9,617,12.84,EDUCATION,0.15,High School,7,female,RENT,38834,1
16842,7,628,6.3,EDUCATION,0.12,High School,1,male,RENT,72261,0
16843,10,557,15.33,MEDICAL,0.17,Master,3,male,MORTGAGE,66656,1
16844,5,647,7.66,VENTURE,0.05,High School,4,female,OWN,121274,0
16845,3,642,15.57,MEDICAL,0.11,Bachelor,0,female,RENT,61286,1
16846,9,661,12.72,HOMEIMPROVEMENT,0.25,Bachelor,13,male,RENT,61085,0
16847,12,696,12.54,DEBTCONSOLIDATION,0.11,Associate,17,female,RENT,61114,0
16848,5,703,10.62,DEBTCONSOLIDATION,0.32,Master,12,female,MORTGAGE,77813,1
16849,10,649,13.49,DEBTCONSOLIDATION,0.27,Master,10,female,MORTGAGE,130703,1
16850,9,647,14.27,VENTURE,0.18,Associate,6,male,MORTGAGE,192852,0
16851,4,656,9.8,DEBTCONSOLIDATION,0.06,Bachelor,6,female,MORTGAGE,76306,0
16852,11,584,7.74,VENTURE,0.03,High School,17,male,MORTGAGE,130810,0
16853,4,612,9.06,VENTURE,0.22,High School,0,male,RENT,18256,1
16854,3,671,11.22,MEDICAL,0.11,Associate,0,female,MORTGAGE,84138,0
16855,7,635,7.29,MEDICAL,0.07,Master,4,male,MORTGAGE,75897,0
16856,6,607,11.15,HOMEIMPROVEMENT,0.15,High School,1,male,MORTGAGE,93091,0
16857,8,633,11.12,MEDICAL,0.09,Bachelor,8,female,RENT,34217,1
16858,14,576,11.01,HOMEIMPROVEMENT,0.1,Associate,20,male,MORTGAGE,97233,0
16859,4,635,7.68,HOMEIMPROVEMENT,0.05,Bachelor,5,male,MORTGAGE,76592,0
16860,2,557,11.01,DEBTCONSOLIDATION,0.17,High School,0,female,RENT,40983,0
16861,11,703,13.19,DEBTCONSOLIDATION,0.07,Associate,18,male,RENT,49188,0
16862,16,612,9.99,HOMEIMPROVEMENT,0.13,High School,18,male,MORTGAGE,164525,0
16863,6,653,8.9,MEDICAL,0.24,Associate,8,male,MORTGAGE,58503,0
16864,8,689,11.24,EDUCATION,0.24,Master,5,male,MORTGAGE,84708,0
16865,2,662,12.61,EDUCATION,0.2,High School,0,male,MORTGAGE,102057,0
16866,2,602,14.27,EDUCATION,0.13,Master,2,male,RENT,75412,0
16867,8,617,10.26,PERSONAL,0.39,High School,5,female,RENT,30847,1
16868,3,643,6.99,PERSONAL,0.19,High School,1,female,RENT,26558,0
16869,4,620,11.99,PERSONAL,0.07,Bachelor,2,male,MORTGAGE,106473,0
16870,9,694,7.14,EDUCATION,0.12,High School,5,male,RENT,25150,1
16871,4,614,10.09,EDUCATION,0.14,Associate,0,female,MORTGAGE,181338,0
16872,8,667,18.49,DEBTCONSOLIDATION,0.19,Associate,7,female,MORTGAGE,130838,1
16873,9,610,16.07,MEDICAL,0.22,High School,0,female,MORTGAGE,111394,1
16874,2,678,19.69,MEDICAL,0.28,Bachelor,0,female,RENT,63842,1
16875,5,694,12.98,HOMEIMPROVEMENT,0.06,Master,9,female,RENT,117341,0
16876,6,645,10.37,EDUCATION,0.13,Associate,8,female,RENT,96789,0
16877,4,607,15.62,HOMEIMPROVEMENT,0.1,Master,3,female,RENT,35760,1
16878,5,644,8.58,DEBTCONSOLIDATION,0.13,High School,4,male,RENT,64398,0
16879,4,644,10.83,EDUCATION,0.04,High School,2,female,RENT,36082,0
16880,3,647,7.51,MEDICAL,0.02,High School,1,male,RENT,52873,0
16881,11,608,10.58,HOMEIMPROVEMENT,0.12,Master,12,male,MORTGAGE,81423,0
16882,4,644,10.21,EDUCATION,0.31,High School,3,female,MORTGAGE,59837,0
16883,7,687,7.63,MEDICAL,0.03,High School,7,male,MORTGAGE,79088,0
16884,2,599,12.18,EDUCATION,0.18,Associate,0,female,OWN,85410,0
16885,3,703,17.04,MEDICAL,0.22,High School,0,female,RENT,90594,1
16886,6,612,11.01,PERSONAL,0.33,Bachelor,7,male,RENT,39744,1
16887,4,625,11.01,EDUCATION,0.05,High School,4,female,MORTGAGE,73385,0
16888,2,654,11.01,EDUCATION,0.1,High School,0,male,OTHER,116204,0
16889,2,644,14.35,EDUCATION,0.14,Master,4,female,RENT,58816,0
16890,3,560,9.45,DEBTCONSOLIDATION,0.09,Associate,0,male,OTHER,31844,0
16891,14,686,13.76,VENTURE,0.22,High School,10,female,MORTGAGE,113714,1
16892,2,712,9.32,VENTURE,0.12,Bachelor,1,male,MORTGAGE,59712,0
16893,2,641,10.77,MEDICAL,0.13,High School,0,male,MORTGAGE,75642,0
16894,4,642,11.66,PERSONAL,0.09,Associate,7,male,OWN,78799,0
16895,5,694,16.77,VENTURE,0.18,Master,15,female,OWN,54945,0
16896,5,571,11.49,DEBTCONSOLIDATION,0.07,High School,8,female,MORTGAGE,60594,0
16897,4,645,15.21,VENTURE,0.11,Associate,0,male,RENT,73022,0
16898,8,576,8,MEDICAL,0.04,Bachelor,14,female,RENT,192636,0
16899,4,604,6.76,EDUCATION,0.02,Master,1,male,RENT,48946,0
16900,3,577,12.5,EDUCATION,0.04,Bachelor,3,female,RENT,30145,1
16901,3,616,6.97,PERSONAL,0.1,Bachelor,1,male,MORTGAGE,72157,0
16902,12,607,7.84,HOMEIMPROVEMENT,0.1,Associate,12,male,RENT,73011,0
16903,4,613,10.74,PERSONAL,0.07,Master,4,male,RENT,51158,0
16904,4,653,7.96,EDUCATION,0.01,Master,1,female,MORTGAGE,82289,0
16905,14,677,10.99,VENTURE,0.23,High School,20,female,RENT,47159,0
16906,10,650,8.73,DEBTCONSOLIDATION,0.05,High School,7,male,MORTGAGE,145470,0
16907,2,672,13.06,HOMEIMPROVEMENT,0.17,High School,0,female,RENT,121016,0
16908,9,646,7.66,PERSONAL,0.14,Bachelor,5,female,MORTGAGE,98097,0
16909,4,695,6.43,DEBTCONSOLIDATION,0.06,Master,2,female,MORTGAGE,93699,0
16910,4,579,11.67,HOMEIMPROVEMENT,0.09,High School,1,male,MORTGAGE,64205,0
16911,4,586,10.99,MEDICAL,0.17,Associate,2,male,RENT,87478,0
16912,8,652,7.22,PERSONAL,0.17,Bachelor,12,female,MORTGAGE,65738,0
16913,4,616,8.03,HOMEIMPROVEMENT,0.15,Master,0,female,OWN,51826,0
16914,3,623,6.03,PERSONAL,0.13,Bachelor,0,male,MORTGAGE,60954,0
16915,10,639,10.75,EDUCATION,0.35,Associate,3,female,RENT,22682,1
16916,5,566,7.9,HOMEIMPROVEMENT,0.14,High School,6,male,MORTGAGE,54840,0
16917,2,632,7.88,EDUCATION,0.07,High School,3,male,RENT,61082,0
16918,4,661,12.53,VENTURE,0.19,Bachelor,1,male,RENT,29962,0
16919,3,669,9.45,VENTURE,0.11,Bachelor,2,male,RENT,36279,0
16920,3,588,7.88,MEDICAL,0.09,High School,0,male,RENT,55063,0
16921,4,578,8.88,MEDICAL,0.06,High School,1,female,OWN,48782,0
16922,5,542,7.88,MEDICAL,0.13,High School,11,male,MORTGAGE,150984,0
16923,4,554,7.14,VENTURE,0.31,Associate,2,male,RENT,12813,1
16924,4,670,11.47,DEBTCONSOLIDATION,0.21,Associate,2,female,RENT,37298,1
16925,19,712,15.23,MEDICAL,0.07,Associate,46,male,RENT,49419,0
16926,2,607,11.01,DEBTCONSOLIDATION,0.22,High School,0,male,RENT,45411,0
16927,11,541,6.41,PERSONAL,0.13,Bachelor,13,female,MORTGAGE,58290,0
16928,4,496,11.01,VENTURE,0.24,Associate,0,male,MORTGAGE,27358,0
16929,4,624,13.57,DEBTCONSOLIDATION,0.14,Master,0,female,MORTGAGE,36478,1
16930,4,603,10.63,MEDICAL,0.09,Associate,0,female,RENT,54818,0
16931,6,681,6.17,DEBTCONSOLIDATION,0.34,Bachelor,12,male,MORTGAGE,51207,0
16932,16,704,13.92,EDUCATION,0.02,Bachelor,18,male,MORTGAGE,87692,0
16933,10,708,11.12,PERSONAL,0.16,Bachelor,13,female,RENT,24761,1
16934,2,592,10.74,PERSONAL,0.38,Bachelor,2,male,RENT,63361,1
16935,10,674,11.71,EDUCATION,0.14,Associate,9,female,MORTGAGE,58825,0
16936,4,658,9.07,PERSONAL,0.02,Master,2,female,OWN,58595,0
16937,2,600,16.29,EDUCATION,0.02,Master,2,male,MORTGAGE,139750,0
16938,4,637,10.78,DEBTCONSOLIDATION,0.27,High School,1,female,RENT,47814,1
16939,6,549,12.69,HOMEIMPROVEMENT,0.16,Bachelor,5,male,MORTGAGE,49807,0
16940,4,634,6.7,EDUCATION,0.11,Bachelor,1,female,MORTGAGE,89254,0
16941,2,671,9.99,HOMEIMPROVEMENT,0.21,High School,0,female,RENT,15535,1
16942,4,647,11.74,MEDICAL,0.1,Bachelor,2,female,MORTGAGE,102917,0
16943,8,560,13.57,EDUCATION,0.13,Master,10,male,RENT,73260,0
16944,5,707,10.75,DEBTCONSOLIDATION,0.07,Associate,10,female,RENT,64524,0
16945,3,579,11.06,PERSONAL,0.13,Associate,2,male,MORTGAGE,60777,0
16946,2,669,10.55,EDUCATION,0.04,Bachelor,0,male,RENT,38397,0
16947,7,605,11.89,MEDICAL,0.18,Bachelor,3,female,RENT,85179,0
16948,4,622,9.37,MEDICAL,0.1,Associate,3,male,RENT,100146,0
16949,8,622,15.7,VENTURE,0.27,Bachelor,12,male,RENT,51262,1
16950,8,619,10.39,EDUCATION,0.12,Associate,10,female,RENT,58818,0
16951,2,546,5.79,MEDICAL,0.14,Associate,0,female,OWN,34484,0
16952,2,681,10.38,EDUCATION,0.08,Associate,2,male,RENT,61610,0
16953,6,684,12.69,EDUCATION,0.22,Bachelor,7,male,RENT,24972,0
16954,4,632,7.88,PERSONAL,0.14,Associate,3,male,MORTGAGE,109239,0
16955,3,634,12.69,EDUCATION,0.17,High School,0,female,MORTGAGE,46487,0
16956,3,602,9.07,PERSONAL,0.1,Bachelor,4,female,RENT,68250,0
16957,7,635,11.73,PERSONAL,0.07,Bachelor,6,male,MORTGAGE,271073,0
16958,10,641,5.79,HOMEIMPROVEMENT,0.05,Associate,8,female,MORTGAGE,94676,0
16959,6,640,12.9,EDUCATION,0.11,Bachelor,0,female,MORTGAGE,169097,0
16960,9,697,10.65,MEDICAL,0.27,Associate,4,male,RENT,44797,1
16961,5,594,17.93,EDUCATION,0.04,High School,14,male,RENT,157125,0
16962,3,581,9.99,EDUCATION,0.29,Associate,0,female,RENT,36213,1
16963,4,702,7.51,DEBTCONSOLIDATION,0.14,Master,5,female,RENT,58494,0
16964,4,646,12.18,VENTURE,0.15,Master,0,female,MORTGAGE,156777,0
16965,2,599,11.01,PERSONAL,0.1,High School,0,female,MORTGAGE,69666,0
16966,3,590,7.26,MEDICAL,0.08,High School,0,female,RENT,73164,0
16967,24,651,11.66,PERSONAL,0.13,Bachelor,50,male,MORTGAGE,53308,0
16968,4,607,7.49,DEBTCONSOLIDATION,0.21,Associate,0,female,MORTGAGE,79084,0
16969,12,647,14.12,VENTURE,0.1,Bachelor,18,male,RENT,29924,1
16970,4,649,9.25,MEDICAL,0.08,Bachelor,0,female,MORTGAGE,78955,0
16971,9,646,10.59,VENTURE,0.35,High School,6,male,RENT,35386,1
16972,2,617,15.05,HOMEIMPROVEMENT,0.18,Associate,0,female,RENT,42433,1
16973,6,696,7.49,MEDICAL,0.09,Master,5,female,RENT,32792,0
16974,4,670,11.67,VENTURE,0.16,High School,6,male,MORTGAGE,115088,0
16975,3,602,14.24,VENTURE,0.16,High School,0,male,MORTGAGE,52522,0
16976,3,584,10.09,PERSONAL,0.2,Associate,1,male,RENT,54944,0
16977,12,703,6.03,VENTURE,0.17,High School,29,male,MORTGAGE,87666,0
16978,2,681,11.01,VENTURE,0.2,High School,3,female,RENT,49039,0
16979,9,587,5.99,PERSONAL,0.03,Bachelor,7,male,MORTGAGE,114848,0
16980,14,721,10.95,MEDICAL,0.05,Bachelor,16,male,MORTGAGE,169150,0
16981,9,613,7.25,PERSONAL,0.1,Bachelor,6,male,MORTGAGE,98107,0
16982,3,650,5.42,HOMEIMPROVEMENT,0.11,High School,2,female,MORTGAGE,61003,0
16983,6,591,13.8,VENTURE,0.1,Associate,7,female,RENT,96772,0
16984,3,673,7.88,PERSONAL,0.1,Associate,2,male,MORTGAGE,69946,0
16985,9,694,14.96,DEBTCONSOLIDATION,0.19,Associate,3,male,MORTGAGE,130644,1
16986,4,612,9.99,EDUCATION,0.09,Associate,2,male,RENT,80342,0
16987,16,602,12.68,VENTURE,0.22,Associate,22,male,MORTGAGE,89812,0
16988,2,638,15.21,PERSONAL,0.08,Associate,3,female,RENT,77144,1
16989,4,603,9.23,PERSONAL,0.06,High School,4,female,MORTGAGE,192867,0
16990,30,669,7.51,DEBTCONSOLIDATION,0.33,Bachelor,32,male,RENT,60783,1
16991,3,676,14.18,VENTURE,0.09,Bachelor,3,female,RENT,169061,0
16992,2,589,11.01,VENTURE,0.27,High School,1,male,OWN,36868,0
16993,3,676,7.9,EDUCATION,0.1,Master,3,male,RENT,75492,1
16994,3,644,6.92,MEDICAL,0.17,Associate,3,male,MORTGAGE,72596,0
16995,4,651,7.9,DEBTCONSOLIDATION,0.21,High School,0,female,MORTGAGE,114789,0
16996,7,609,17.49,EDUCATION,0.1,High School,6,female,RENT,57311,1
16997,5,677,11.01,PERSONAL,0.15,High School,7,female,RENT,39384,0
16998,5,674,11.01,PERSONAL,0.09,Bachelor,5,male,OWN,61149,0
16999,11,634,16.89,PERSONAL,0.06,High School,11,female,MORTGAGE,46632,1
17000,3,681,12.82,EDUCATION,0.09,High School,1,female,MORTGAGE,48695,0
17001,3,643,18.62,DEBTCONSOLIDATION,0.27,Bachelor,2,male,RENT,46038,1
17002,16,698,6.73,EDUCATION,0.13,Associate,11,female,MORTGAGE,96914,0
17003,8,655,10.23,MEDICAL,0.1,Bachelor,5,male,MORTGAGE,122179,0
17004,3,645,11.01,DEBTCONSOLIDATION,0.15,High School,2,male,OWN,25644,0
17005,2,662,7.49,EDUCATION,0.05,Associate,3,male,MORTGAGE,301199,0
17006,3,666,11.01,EDUCATION,0.07,Bachelor,0,female,RENT,20031,0
17007,4,652,10.37,HOMEIMPROVEMENT,0.19,Associate,6,male,MORTGAGE,62563,0
17008,5,674,7.88,EDUCATION,0.09,High School,9,female,MORTGAGE,78724,0
17009,3,670,10.66,VENTURE,0.08,Bachelor,4,male,MORTGAGE,88769,0
17010,5,652,9.99,MEDICAL,0.06,Associate,6,male,RENT,45148,0
17011,16,682,7.49,VENTURE,0.16,Associate,22,female,RENT,39282,0
17012,3,592,6.99,HOMEIMPROVEMENT,0.03,High School,1,female,RENT,100266,0
17013,5,633,13.16,MEDICAL,0.15,Master,9,female,OWN,23652,1
17014,4,641,11.01,MEDICAL,0.1,Associate,0,male,MORTGAGE,102861,0
17015,3,615,13.51,EDUCATION,0.05,High School,2,female,MORTGAGE,133313,0
17016,2,623,13.49,VENTURE,0.11,Associate,0,male,RENT,85321,0
17017,14,693,11.01,MEDICAL,0.14,Associate,21,male,MORTGAGE,46773,0
17018,9,660,17.85,EDUCATION,0.25,Associate,8,male,RENT,34391,1
17019,9,682,6.99,VENTURE,0.11,Master,16,male,MORTGAGE,55145,0
17020,5,607,14.09,PERSONAL,0.06,Bachelor,8,male,RENT,81346,0
17021,11,528,11.26,VENTURE,0.05,High School,16,male,RENT,61071,0
17022,7,621,12.06,HOMEIMPROVEMENT,0.17,Associate,7,male,MORTGAGE,110077,0
17023,8,679,8.43,VENTURE,0.03,Bachelor,8,male,MORTGAGE,163587,0
17024,22,629,8.41,HOMEIMPROVEMENT,0.14,Associate,35,male,RENT,105209,0
17025,8,657,11.01,MEDICAL,0.19,Bachelor,9,male,RENT,36826,0
17026,3,591,12.53,DEBTCONSOLIDATION,0.11,Bachelor,0,female,RENT,62920,0
17027,3,602,5.42,DEBTCONSOLIDATION,0.05,High School,2,female,MORTGAGE,60884,0
17028,30,755,10.39,MEDICAL,0.24,Doctorate,29,male,MORTGAGE,41702,1
17029,5,696,5.53,DEBTCONSOLIDATION,0.06,High School,5,female,MORTGAGE,78891,0
17030,3,621,15.57,MEDICAL,0.29,Associate,0,female,RENT,52482,1
17031,7,648,9.99,DEBTCONSOLIDATION,0.08,Bachelor,6,female,RENT,73178,0
17032,4,600,17.27,EDUCATION,0.29,Bachelor,0,female,RENT,44701,1
17033,15,687,6.99,MEDICAL,0.06,Associate,17,female,RENT,94916,0
17034,5,607,11.28,EDUCATION,0.14,High School,5,female,MORTGAGE,174979,0
17035,8,626,14.96,HOMEIMPROVEMENT,0.23,Bachelor,6,male,RENT,73251,0
